configuration_log_ID,gear,rotation_speed
186,2,141.972728797558
187,1,109.282425358442
188,2,148.555753902455
189,2,138.040582175279
190,2,121.02807007193
191,2,130.032119560958
192,1,135.94533382061
193,2,128.588890837223
194,2,119.292992414473
195,1,129.736049483974
196,2,133.830127382334
197,1,146.903161076767
198,1,121.705081152954
199,1,134.04718907687
200,2,126.727090692344
201,1,127.858526302137
202,1,126.316085163276
203,1,150.604537780938
204,2,132.661911259541
205,2,131.232219826678
206,1,141.155930694677
207,2,129.082250517552
208,2,132.907847930774
209,2,132.823743993557
210,2,127.888100675212
211,2,128.312652552113
212,1,130.397699258119
213,2,138.011070353345
214,1,118.69952810761
215,2,119.82818984352
216,2,128.515532569132
217,1,134.161376356242
218,2,116.295473253836
219,2,133.129674620009
220,2,119.493037565533
221,1,127.547087815318
222,1,125.889240050292
223,2,128.90769979484
224,2,132.252874404551
225,2,127.25617649651
226,1,127.469176487586
227,2,126.477609470103
228,2,131.694878868423
229,1,113.577998545426
230,1,129.281342028023
231,1,125.418955391887
232,1,112.265534611398
233,1,131.031000848649
234,1,125.645106832934
235,2,120.438346150481
236,1,127.130767583568
237,1,125.707751705895
238,1,137.708697180327
239,1,121.589933803383
240,2,143.20456621115
241,1,140.322440312486
242,2,118.062960078195
243,2,121.957903561498
244,2,119.468196895653
245,1,140.326003948523
246,2,136.14106118727
247,1,119.255065548076
248,2,115.909631252504
249,2,140.039655071371
250,1,110.660399283334
251,1,126.365862932317
252,1,110.214532716608
253,1,112.074773415923
254,1,144.295240994136
255,1,114.882053587638
256,2,129.138043482974
257,2,145.640739834061
258,1,117.110542093754
259,2,123.892799595961
260,2,137.987199919085
261,1,133.546832055018
262,2,117.068076046721
263,2,135.350232526942
264,2,116.927476147265
265,1,137.511734035324
266,1,124.789972914393
267,1,133.300102345209
268,2,119.458714083749
269,1,126.936572669404
270,2,146.375053194917
271,2,141.380623058421
272,2,147.61570820663
273,1,163.97213499238
274,1,134.277842074716
275,2,132.653838439
276,1,129.555149299363
277,2,144.319789029871
278,2,129.809223719407
279,2,136.047976218831
280,2,125.356686152709
281,1,119.829191154645
282,2,131.438789115723
283,1,135.504106080628
284,1,133.336369783001
285,2,132.045631818636
286,1,140.083731149263
287,1,126.816722505464
288,2,125.971530094832
289,1,121.820419865522
290,1,116.857602568449
291,1,136.953911855985
292,1,106.660861599972
293,2,126.116909550913
294,1,123.931191874877
295,1,119.560404603729
296,2,117.764406686171
297,1,137.420452994955
298,2,125.460171567715
299,2,120.994333012416
300,2,123.820128323826
301,1,130.697290232378
302,2,129.1339361554
303,1,119.884704011848
304,2,118.028024566
305,1,134.368858425041
306,2,146.468588973736
307,1,122.547003516187
308,2,115.479148835294
309,2,137.59925257543
310,2,136.217585927106
311,2,113.83933501748
312,2,120.702046056114
313,2,130.471261934382
314,2,124.872493663493
315,1,129.07452345196
316,2,117.886955497586
317,2,127.230227607076
318,2,133.197585939853
319,2,122.199206828572
320,2,114.778456062342
321,2,142.373232938615
322,2,120.017451878755
323,1,139.178362430183
324,2,147.455320262165
325,1,137.677761859304
326,1,133.523900192391
327,2,126.087305530679
328,1,119.044467567764
329,1,125.33802651684
330,1,127.883008684847
331,2,132.352653348604
332,1,139.789325223275
333,1,120.146528989558
334,1,117.342838434925
335,2,136.354108183569
336,1,140.64779463229
337,2,120.765528109427
338,2,142.653923987132
339,2,117.410865921141
340,2,134.649707455632
341,1,144.172723029413
342,1,136.345908110421
343,2,112.449857084492
344,1,146.685223928862
345,1,153.930165492443
346,2,146.231995127985
347,2,142.574698620769
348,1,146.486124554349
349,1,126.205061222486
350,2,132.936588559425
351,1,130.165997122668
352,1,139.608424076939
353,1,125.866619942287
354,1,118.171996484157
355,1,119.443701561151
356,2,132.091530724546
357,1,127.380745457474
358,1,133.772876114005
359,2,123.567616343062
360,1,146.673580540323
361,1,130.152681451982
362,1,129.110470926603
363,1,131.355544856246
364,2,145.253673789173
365,2,106.879050953199
366,1,134.018021950577
367,2,147.149418897832
368,2,139.418536875941
369,1,117.227235609151
370,1,114.832510903263
371,1,136.166045275765
372,2,126.220887670673
373,2,137.493751881766
374,1,131.053017562967
375,1,122.141434843651
376,2,127.767756204377
377,1,121.493748491208
378,2,114.867471169267
379,1,127.518088253814
380,1,136.233713476066
381,2,143.630356059329
382,2,138.293422653643
383,1,154.409460694568
384,2,130.955729510355
385,2,125.045354920511
386,1,136.195501854736
387,2,140.501525508606
388,1,122.207175586646
389,1,125.392203435227
390,2,125.851705093842
391,1,132.014739232754
392,1,152.239055623125
393,1,129.631165459838
394,1,137.785979178777
395,2,125.847258461376
396,1,124.855109807406
397,2,129.90794887849
398,2,120.565669128466
399,2,125.612345191953
400,1,147.588434148865
401,1,127.746941613433
402,1,130.421838069406
403,2,129.687234567173
404,2,133.590192585638
405,1,122.745062390554
406,2,108.67845277786
407,2,142.349682288913
408,1,133.080528576499
409,2,126.5581764758
410,2,129.340924433427
411,2,145.81277201275
412,1,118.880596144418
413,2,113.697062154178
414,2,142.370640994311
415,1,146.940746983636
416,1,124.358624556062
417,2,131.22090595067
418,1,141.476372206889
419,1,142.209906532227
420,2,118.498365474541
421,1,128.231598143587
422,1,135.977037613405
423,1,118.201428714178
424,1,135.149234499597
425,1,115.326043057087
426,1,128.592449406481
427,1,144.299112790343
428,2,125.395080907696
429,1,129.421172350008
430,1,125.318100805558
431,1,142.462359207844
432,1,130.384582973643
433,2,122.700685810786
434,2,131.56523108941
435,1,111.918691474676
436,1,130.668821085072
437,1,116.12720109895
438,2,131.538159765261
439,1,156.013911589616
440,2,141.009203349353
441,2,144.333962931435
442,2,134.907183970984
443,2,132.613317846178
444,1,109.785471843232
445,2,133.617816914531
446,1,144.437223233766
447,1,114.946203040211
448,1,124.266755833416
449,1,132.222773769954
450,1,138.61256524135
451,1,127.417878240362
452,2,123.155982603509
453,1,142.860061674572
454,1,128.194942024194
455,1,146.131666717303
456,2,120.115266725447
457,1,135.11531468901
458,2,118.902034564925
459,2,150.134336623082
460,1,114.373252242489
461,1,124.532717387864
462,2,135.089966353279
463,1,119.788098325743
464,1,132.306260189007
465,2,121.970222592121
466,1,131.288310339065
467,1,115.243305115601
468,1,136.897722979427
469,2,131.608235815919
470,2,147.321519361675
471,1,144.545162784915
472,1,118.034894137725
473,2,127.849915863624
474,1,124.776134673008
475,2,130.619778352401
476,2,115.847646301859
477,1,130.149068128101
478,1,128.517449460616
479,1,121.751108578312
480,2,140.626301261966
481,2,127.065407831488
482,1,129.907594556489
483,2,128.200834073414
484,1,130.532322286495
485,2,124.185183389155
486,2,146.055047677118
487,1,120.070898041272
488,1,128.217697120982
489,2,139.326569354293
490,2,134.184387709451
491,1,122.501786002436
492,1,134.332075244401
493,1,127.709359133103
494,1,124.111564494196
495,1,109.702825193929
496,1,132.646984429041
497,2,123.154737741136
498,2,144.243949115242
499,1,125.298049142017
500,1,118.308011079532
501,1,121.790189056406
502,2,141.623302650245
503,1,133.065024250018
504,2,124.57716695094
505,2,139.118957619939
506,2,104.217069613847
507,2,140.148136256836
508,2,129.33916414468
509,1,126.849429738943
510,1,141.691958439509
511,1,129.193808695434
512,1,137.472579794238
513,1,131.763145313687
514,1,142.401928321317
515,1,147.911644922885
516,1,142.923137757922
517,2,120.281548784432
518,2,129.742770538447
519,2,124.641894661378
520,2,136.434563225575
521,1,131.617614821934
522,2,117.817032660899
523,1,127.687247555756
524,2,126.400794109013
525,1,106.952690826089
526,2,120.86909231633
527,2,135.98384254062
528,1,114.362871017543
529,2,119.134548269541
530,2,148.538821456943
531,2,118.164673194288
532,2,133.874093077441
533,1,134.532075809087
534,1,140.787981526165
535,1,125.34581479334
536,1,141.706158830822
537,1,138.676891625052
538,1,133.308253639366
539,1,135.733058506469
540,1,132.44404180349
541,1,136.965938342423
542,2,139.878160891739
543,2,131.239265274729
544,2,115.880743507087
545,1,104.645730642937
546,1,143.49517137143
547,2,137.098254620643
548,1,125.139453147514
549,2,149.427722334588
550,2,129.580484733414
551,1,128.25725768282
552,1,110.698928752472
553,2,154.141073969773
554,1,136.585122231846
555,2,122.625041594961
556,1,132.404839386399
557,1,144.817472425677
558,2,123.82198516747
559,1,140.476448289843
560,2,135.276283987556
561,1,130.751742434223
562,1,143.005444642216
563,1,122.539734182038
564,1,126.7299157715
565,1,125.659865468551
566,2,127.623522322225
567,1,139.095573391987
568,1,119.967233867964
569,1,109.320844378935
570,2,129.286251144385
571,2,122.11416423558
572,2,138.146603864705
573,2,128.486266026525
574,1,119.869912499288
575,1,118.594226175068
576,1,133.354060713149
577,2,128.428620378615
578,1,125.581203615937
579,2,128.318166763932
580,1,139.707938797566
581,1,133.871978584114
582,1,124.279333271788
583,1,143.684116177567
584,2,123.151983166741
585,2,138.517683671544
586,2,152.860076296155
587,2,125.332377499507
588,2,121.184443680436
589,2,119.906488746776
590,2,134.590678954362
591,2,142.734751761036
592,2,123.163761950444
593,1,107.625867826388
594,1,131.819454311916
595,1,129.048913621458
596,2,145.72592106528
597,1,125.804407709433
598,1,124.999564867252
599,1,140.107515727138
600,2,129.184362474771
601,1,129.722120004983
602,1,142.615224536591
603,2,128.890473457908
604,2,122.460793352167
605,1,145.47381047733
606,1,122.723939824312
607,2,139.212402444314
608,1,126.181906054146
609,2,143.132163366293
610,2,132.047469399178
611,1,134.180428919885
612,1,126.185980976961
613,1,113.920429509355
614,2,128.974418625841
615,1,123.202298705497
616,1,132.837786390618
617,2,143.241955938251
618,1,124.425913362628
619,1,131.2933680519
620,1,116.183126486386
621,2,138.659364196768
622,2,130.086256199313
623,2,122.905738035767
624,1,102.14657723382
625,1,123.411213849081
626,1,134.438878514206
627,2,138.745354036204
628,1,142.820599203014
629,1,110.974158136858
630,2,119.31351129898
631,1,108.847279408112
632,2,123.386262246792
633,1,143.561644302639
634,1,134.472731222628
635,2,130.642807280035
636,1,122.533163296467
637,1,127.069392329499
638,1,129.494521898519
639,2,135.71041044939
640,2,127.72350481094
641,1,133.811389530058
642,2,121.63536889485
643,1,117.589184447432
644,2,135.621124810289
645,1,134.648377245209
646,2,131.480475975482
647,2,146.165804050183
648,2,132.501926013206
649,2,115.374278248409
650,1,132.937281427956
651,2,123.960689544579
652,2,133.07817810149
653,1,133.280872465784
654,2,129.902589681315
655,2,140.8109989231
656,1,124.279128461444
657,1,131.584999421658
658,1,111.642817155151
659,2,123.698197533539
660,1,126.260286584999
661,1,141.163167107815
662,1,137.01622107598
663,2,115.323557772124
664,2,128.894193197134
665,1,136.587637603114
666,2,130.023004975773
667,2,135.220039572255
668,1,110.912506606629
669,1,127.496529276121
670,1,138.395690368255
671,2,143.312099392412
672,1,128.332553321456
673,2,107.429991818638
674,1,139.765577363508
675,2,131.732674540313
676,2,145.211652194777
677,1,127.114121288061
678,2,141.332483428321
679,1,136.672634703353
680,2,121.332830044937
681,1,129.900695973035
682,2,124.614016878433
683,2,127.374652804259
684,2,116.575211061125
685,2,126.787771401454
686,1,128.281555309187
687,1,123.544462680509
688,2,131.268628529569
689,2,137.816881740885
690,1,116.691948763523
691,1,120.973800821656
692,1,115.509528700877
693,1,159.107949474935
694,2,128.874375787257
695,1,131.636416819946
696,1,110.248673512281
697,1,148.588784971011
698,1,113.197657310745
699,1,123.639419302713
700,2,128.296581212207
701,2,143.536891040628
702,1,116.657197650571
703,2,127.872776989203
704,2,133.494333511888
705,2,143.130298087341
706,1,124.610504095065
707,2,127.904844796479
708,1,126.193879599759
709,1,133.173541656675
710,2,121.805429830433
711,2,136.67024186211
712,1,130.932136300651
713,2,127.035200208904
714,1,131.773118338263
715,2,137.050922573112
716,2,129.040919093102
717,2,146.456915769275
718,1,112.538411694129
719,1,132.19787338881
720,2,121.937681430236
721,2,116.799256911703
722,2,130.189123841455
723,2,125.966157390581
724,1,122.80370045621
725,2,144.425277538377
726,1,123.332337140145
727,2,144.16931898501
728,2,136.805029971252
729,2,119.839578107947
730,1,125.060002963573
731,2,118.967896034727
732,1,137.272785884403
733,1,121.388121990324
734,1,124.725816443813
735,2,133.979411751896
736,1,139.227836604615
737,1,134.603888173921
738,2,129.700374513055
739,1,116.298131942117
740,2,130.144943583837
741,2,130.67921636742
742,1,126.554131677067
743,1,129.402225856186
744,2,142.148892953844
745,2,116.161457303037
746,2,122.874085467575
747,1,129.684859845613
748,2,124.019525379047
749,1,134.796070922699
750,1,119.160876294379
751,2,133.113317300014
752,2,107.642492033492
753,1,120.465666465798
754,2,124.614917162498
755,1,123.642236634826
756,1,115.945175340207
757,2,123.17185198672
758,2,120.811184938811
759,2,118.810240231167
760,2,113.68547340775
761,2,117.880634922707
762,2,146.029806871032
763,1,121.109853486021
764,2,118.775683901828
765,1,125.365527544981
766,1,118.874180614798
767,1,107.804058847727
768,2,142.338446631089
769,2,131.24844634338
770,2,146.937220259341
771,1,135.884308606501
772,2,133.409040307075
773,2,126.993013894226
774,1,119.601665741366
775,1,121.839310801435
776,1,130.274871925909
777,1,141.181190156364
778,2,142.85256740004
779,1,117.988295180302
780,1,132.112343714112
781,1,135.969937428058
782,1,131.907003512759
783,1,127.749647819297
784,2,131.000109553993
785,1,123.081990802153
786,2,124.113405281379
787,1,137.340050311352
788,2,142.703193052243
789,1,163.571885256484
790,1,114.335673316493
791,1,111.859247725675
792,1,110.388962370426
793,2,132.587302169377
794,1,109.308294401674
795,2,139.103749208763
796,1,137.111082993726
797,2,152.501963646449
798,1,129.733491630121
799,1,131.068369925916
800,1,142.860938225747
801,1,124.835397852446
802,1,118.267413154084
803,2,126.518381701721
804,1,124.553620828117
805,2,110.118698848375
806,1,119.018458012677
807,2,132.361884973821
808,1,130.977027650103
809,1,131.566121261455
810,1,124.995269516422
811,2,103.846545779297
812,2,136.133545098805
813,2,125.998036344088
814,2,130.817363944285
815,2,134.065691035791
816,1,130.793548675847
817,2,138.144235129833
818,2,127.094492220857
819,2,129.421584064681
820,2,139.688738711354
821,2,113.218833109192
822,2,140.146395767917
823,1,111.88330652724
824,2,136.189312054426
825,1,133.616638858618
826,2,142.738507760253
827,1,141.776635683325
828,1,131.919544135794
829,1,146.166649850771
830,2,137.155097207606
831,2,113.01320108471
832,1,127.86430110079
833,1,130.249444754034
834,1,152.754689527142
835,1,137.500109541321
836,2,129.534402951844
837,2,146.411286803785
838,2,128.393210490326
839,1,151.814227900837
840,2,107.198090524054
841,2,132.189846038784
842,1,153.328797788154
843,2,120.803657207436
844,2,114.066354518442
845,2,123.928268025542
846,2,118.777722522008
847,1,122.540015909382
848,1,139.154822248164
849,2,133.380084103346
850,1,115.629178226336
851,2,129.409103223165
852,2,126.462456201891
853,2,113.880945672605
854,2,135.598205010719
855,2,131.910867405231
856,1,133.160516090217
857,2,120.864041709926
858,1,113.11035709177
859,1,121.801767102262
860,2,133.069950287891
861,2,128.704645157006
862,1,121.441687812955
863,1,123.876921833463
864,2,136.143372774901
865,2,141.625688700066
866,2,130.887465224035
867,2,123.433926404158
868,1,128.362807704403
869,1,132.049214570797
870,1,122.537552757271
871,1,119.914604079666
872,2,108.10068572383
873,1,133.266934883551
874,2,127.047673965411
875,2,139.046303360157
876,2,144.272257569305
877,2,111.975823227932
878,2,138.29206430337
879,1,133.286052760055
880,1,134.91434189257
881,2,132.130184108807
882,1,143.810453847112
883,1,130.602314164339
884,2,141.288935081976
885,1,126.720277536309
886,1,139.269790059916
887,1,136.029421552345
888,1,126.057443276566
889,1,135.480309013544
890,2,131.271276874194
891,1,126.85349845028
892,2,144.384505931982
893,2,122.722053288693
894,1,123.243283137904
895,2,129.640741543044
896,1,134.000524920472
897,2,126.341900931178
898,2,138.732713089747
899,2,133.896207201311
900,1,132.849560034801
901,2,134.562464132632
902,2,130.128235847498
903,1,127.791247493493
904,1,140.711590007742
905,2,127.507863638004
906,2,131.859324716845
907,1,128.207614705288
908,2,132.08534586447
909,1,135.775136937266
910,1,123.932783397271
911,2,135.60178597188
912,2,129.611455612365
913,2,134.02803255662
914,2,126.657977738098
915,1,127.118122819609
916,1,119.896157174789
917,1,137.51239767675
918,2,114.498044190842
919,1,143.081864316528
920,2,123.482851802557
921,2,114.56639127942
922,2,126.387945574717
923,1,125.336031495848
924,1,143.159470731313
925,2,133.253035458695
926,1,108.160960946727
927,2,136.070351835663
928,2,118.768421636152
929,2,128.97988753576
930,2,131.566479986882
931,2,120.745126770883
932,1,134.445739728368
933,2,119.049535949353
934,1,137.365637673609
935,1,127.999479383585
936,2,123.179535852478
937,1,126.968018873802
938,2,135.738860968323
939,1,134.173724822085
940,1,130.93262665487
941,2,136.001623166945
942,1,140.234727136049
943,2,123.585197279141
944,2,133.936022861373
945,2,131.968433086049
946,1,133.764034914842
947,1,127.691733969989
948,2,129.705407858917
949,1,110.515080575502
950,1,140.947005612627
951,1,122.491559756713
952,2,131.819960070714
953,2,112.689091186337
954,1,137.541752589825
955,1,118.379843029753
956,2,131.331073475743
957,2,121.081710667544
958,1,139.573938457583
959,1,123.539534533235
960,1,136.164071872025
961,2,110.957771574793
962,1,122.254557145632
963,1,134.824981223805
964,1,125.455516185375
965,1,144.091269970554
966,2,124.781174932865
967,1,117.620975127805
968,2,124.841402704435
969,2,129.589820823011
970,2,143.151207147925
971,2,133.03654590381
972,2,134.758780906932
973,2,125.44326182585
974,2,144.023841874189
975,1,134.858464340871
976,2,125.997358168375
977,2,142.362219683133
978,2,134.302522862256
979,1,124.58402640489
980,2,126.712285972881
981,1,144.448963879717
982,2,127.869479154569
983,1,143.208368357998
984,2,125.911687036814
985,1,147.972953087028
986,2,125.198889985093
987,2,145.64144639698
988,2,113.474040924815
989,1,113.736016451024
990,2,140.890471676342
991,1,115.299236071863
992,1,142.355695769899
993,2,135.664353060366
994,2,129.722799372578
995,2,133.742346840063
996,2,142.151639568733
997,1,132.491647843876
998,1,129.962499444972
999,2,126.571833615206
1000,1,132.993663384059
1001,2,127.192863264835
1002,1,114.223250103004
1003,1,137.22503811832
1004,2,124.815319881847
1005,2,114.138689525564
1006,1,118.570445017776
1007,2,140.364325956717
1008,1,146.214605541696
1009,1,111.559740716803
1010,1,121.126449122404
1011,1,137.563786449938
1012,2,124.943610483901
1013,2,120.604052726399
1014,1,130.659159653424
1015,1,124.796445498473
1016,1,141.222025021823
1017,2,123.359147918261
1018,1,123.602616902501
1019,1,126.670664463811
1020,2,133.748112306516
1021,1,136.977165234843
1022,1,119.041514649385
1023,2,132.950276999689
1024,2,120.651897989295
1025,1,125.613958706641
1026,2,118.223603169674
1027,1,144.616870873853
1028,1,138.828857646994
1029,1,129.464642950574
1030,1,134.395885409992
1031,1,135.116661118009
1032,2,131.428502887023
1033,2,153.899444224685
1034,2,137.129886143525
1035,2,149.147350309158
1036,1,116.292861562041
1037,2,131.134224539916
1038,2,123.970196312266
1039,2,149.221250692849
1040,1,125.989860431155
1041,1,132.000696498341
1042,1,127.519099506125
1043,1,131.744092598004
1044,1,128.118400794168
1045,1,136.855587943898
1046,2,121.317291822902
1047,1,125.839645104076
1048,1,114.601385985855
1049,2,124.662324778381
1050,1,148.541791209774
1051,1,144.295979649961
1052,1,136.338805129708
1053,2,117.770842396229
1054,1,125.150956504365
1055,2,130.837398222348
1056,2,129.033255036693
1057,1,123.257066623914
1058,2,128.675522800668
1059,2,139.111528008415
1060,1,146.1954114811
1061,1,147.514265182646
1062,1,123.681285743184
1063,1,132.379936916947
1064,2,143.01090929116
1065,2,147.618954579767
1066,1,126.993374091707
1067,2,125.63590653044
1068,1,139.048734193622
1069,1,133.124117081164
1070,1,141.180908568233
1071,1,122.749712972246
1072,1,137.985568524619
1073,2,128.273983453568
1074,1,124.354186074992
1075,2,132.726603775501
1076,1,126.541753715896
1077,2,120.110272651423
1078,1,136.754280296243
1079,1,145.788149798312
1080,2,129.613084089927
1081,2,136.083208042113
1082,2,133.175462425914
1083,2,123.1310206685
1084,2,131.394733589769
1085,2,137.008627075003
1086,1,140.498039995927
1087,1,144.196945920634
1088,1,141.409489202822
1089,1,127.858315696897
1090,2,142.306860743656
1091,2,118.628753426409
1092,2,135.113405119338
1093,1,135.222409425664
1094,1,151.604533899425
1095,1,131.148946348463
1096,1,125.841174964498
1097,1,118.909788372754
1098,1,131.32100073132
1099,2,121.71362046668
1100,2,122.395413053242
1101,1,116.485362288497
1102,1,134.012181636165
1103,2,117.584123564432
1104,2,136.286060087786
1105,2,119.513995945839
1106,1,126.406526863252
1107,2,133.010360078985
1108,1,138.135308609764
1109,2,109.038283001513
1110,2,122.823430212025
1111,1,138.504040400937
1112,1,132.417355424022
1113,2,123.636797922473
1114,2,124.334829103436
1115,2,138.01049468683
1116,2,155.2961402609
1117,1,117.875013252563
1118,2,130.200717372159
1119,2,137.765508534713
1120,1,131.870408646591
1121,2,141.470564559627
1122,1,146.247195444753
1123,2,121.382003004205
1124,1,116.667145483273
1125,1,123.784845911713
1126,2,123.653135136445
1127,2,130.591885758332
1128,2,132.629081925033
1129,1,134.048792782569
1130,1,132.953060496647
1131,2,137.25270104118
1132,2,130.40244144846
1133,1,146.556809926361
1134,1,107.393911973776
1135,2,135.901527242325
1136,2,123.761778551394
1137,1,118.310667777507
1138,2,125.509514332578
1139,1,141.496827517585
1140,1,126.865353326662
1141,1,134.4551745903
1142,1,117.032006662632
1143,1,128.750699369928
1144,1,139.854730148191
1145,2,139.105209988016
1146,2,123.00595430859
1147,2,124.544125581459
1148,2,141.928949791674
1149,2,129.287804963526
1150,2,140.62557698432
1151,2,123.739722210087
1152,1,133.938699140396
1153,1,132.03684935595
1154,2,120.224492801492
1155,2,150.942996460896
1156,1,140.808586868135
1157,1,124.722692751402
1158,2,145.19175991106
1159,2,135.854900179242
1160,2,139.342515393535
1161,1,127.530113660065
1162,1,131.242658691875
1163,1,120.104148702515
1164,1,136.303712878544
1165,1,139.449242232322
1166,1,127.767627027982
1167,2,132.487848879486
1168,2,155.634109679985
1169,1,142.697516049013
1170,1,131.682187351604
1171,2,126.148264437972
1172,2,144.838006543656
1173,2,139.797814789896
1174,1,115.860079198549
1175,2,131.089283494132
1176,2,131.590809786125
1177,1,141.072855327638
1178,2,117.910767732774
1179,1,117.383649566849
1180,1,150.588226824025
1181,2,130.605246973241
1182,2,113.257738799983
1183,1,129.433378767551
1184,2,128.644725427309
1185,1,125.403255596688
1186,2,116.466283459876
1187,1,133.65105354037
1188,1,124.307788579513
1189,1,128.18754486429
1190,1,140.654169137452
1191,1,126.03525668452
1192,2,124.370959229776
1193,2,128.503029564158
1194,1,143.309160456128
1195,2,106.570706598294
1196,2,122.921767441047
1197,1,114.334259856337
1198,2,118.555401935913
1199,2,117.05293196504
1200,2,138.358168073791
1201,2,126.178678481263
1202,1,112.158328485496
1203,1,125.356744610819
1204,2,123.19945104484
1205,2,134.085176655706
1206,1,126.121431908827
1207,2,143.845725511238
1208,2,137.639402742208
1209,1,126.829965527341
1210,1,108.939965024304
1211,2,142.670931452221
1212,2,130.938122873148
1213,2,146.99723801295
1214,2,132.666134924474
1215,1,129.638123702886
1216,2,98.8752089788108
1217,1,116.829377152187
1218,1,134.061614270852
1219,2,119.566077477383
1220,1,126.60685329234
1221,1,125.276026919705
1222,1,131.716678004113
1223,1,137.883401011628
1224,2,139.729586676657
1225,2,123.181198216889
1226,2,128.737338164537
1227,2,133.913229941381
1228,2,133.722421655586
1229,2,143.093788925351
1230,1,120.651681856461
1231,2,110.419563995343
1232,2,144.063068460555
1233,2,128.762522890525
1234,1,112.777390999634
1235,1,153.767953249844
1236,1,124.589534613358
1237,2,136.372336951827
1238,1,126.472841104037
1239,1,126.055098172124
1240,1,136.327280070005
1241,2,130.264792898585
1242,1,136.202875553172
1243,2,136.791702181433
1244,1,120.497491104247
1245,1,134.523786243012
1246,2,143.089660849451
